	MI
farh___cheng	9.528640325037712
gratitude___repayment	9.51094074793831
georgia___kazakhstan	9.500469448071016
gloomy___prospect	9.500469448071016
todor___zhivkov	9.500469448071016
enthusiastic___beginner	9.500469448071016
oneness___belongingness	9.500469448071016
tsui___oreilly	9.500469448071016
hoogh___den	9.500469448071016
shop___floor	9.500469448071016
pro___con	9.492170645256321
lowe___kroeck	9.45964745355076
niehoff___mackenzie	9.45964745355076
gemba___walk	9.45964745355076
mackenzie___moorman	9.45964745355076
kim___jong	9.45964745355076
usi___ng	9.45964745355076
tight___coupling	9.435930926933445
franklin___roosevelt	9.433330145233388
mayo___pastor	9.42042674039748
slap___ship	9.42042674039748
epitropaki___martin	9.410857289381328
united___kingdom	9.40515926826669
ashkanasy___tse	9.40515926826669
hackman___oldham	9.397612062631307
martial___art	9.395108932413189
ghana___botswana	9.395108932413189
doctoral___dissertation	9.382686412414632
lee___kuan	9.382686412414632
taylor___hansen	9.382686412414632
lee___hsien	9.382686412414632
moorman___fetter	9.382686412414632
harm___credé	9.382686412414632
stress##related___illness	9.382686412414632
sportsmanship___courtesy	9.364337273746436
gross___domestic	9.360707505695856
hardware___software	9.346318768243757
hersey___b1anchard	9.346318768243757
wei___en	9.346318768243757
knowable___malleable	9.346318768243757
touch___bodily	9.346318768243757
seize___freezing	9.346318768243757
hersey___duldt	9.346318768243757
feminism___date	9.346318768243757
schmidt___hunter	9.299798752608865
bennis___nanus	9.286895347772957
charity___veracity	9.277325896756805
online___supplemental	9.277325896756805
sweden___norway	9.277325896756805
wall___street	9.277325896756805
goldman___hogg	9.277325896756805
lies___gerhardt	9.277325896756805
healthful___regeneration	9.27348712044964
cold___hot	9.26902709394211
save___children	9.238105183603524
terrorist___attack	9.236503902236551
katz___kahn	9.22937150363477
jessica___benjamin	9.228535732587373
kirkpatrick___lockes	9.212787375619234
baron___kenny	9.212787375619234
m1___m2	9.212787375619234
parnes___osborn	9.212787375619234
quinn___spreitzer	9.200364855620677
ambient___noise	9.1921680884165
supplementary___split##group	9.1921680884165
lewin___lippit	9.182015716952481
cronbach___alpha	9.182015716952481
kurt___lewin	9.182015716952481
enactive___mastery	9.177696055807964
infantry___squad	9.17196538109898
elevation___convert	9.17196538109898
ontological___epistemological	9.159542861100423
depressive___symptomatology	9.1521627538028
bulgarian___communist	9.132744667945698
sayle___lateral	9.132744667945698
hall___merenda	9.09500433996285
s2___selling	9.09500433996285
schwäbisch___hall	9.09500433996285
hollander___julian	9.067605365774737
truth___cartesian	9.040937118692575
liden___maslyn	9.040937118692575
postal___trainee	9.027865037125222
cardiovascular___disease	9.026011468475899
de___cremer	9.014961632289314
semiotics___rhetorical	9.014961632289314
colorado___partys	9.014961632289314
de___vader	9.014961632289314
meyer___allen	9.014961632289314
de___hoogh	9.014961632289314
de___grada	9.014961632289314
rhetorical___literary	9.014961632289314
hong___kong	9.014961632289314
de___rue	9.014961632289314
actuality___route	8.998012073975541
thermal___comfort	8.998012073975541
dansereau___alutto	8.989643824305025
chat___room	8.989643824305025
dominican___republic	8.989643824305025
foresight___improvidence	8.989643824305025
douglas___mcgregor	8.983413274554389
ward___u	8.977221304306468
self##regulation___broadly	8.964951211714654
payback___shareholder	8.964951211714654
courtesy___civic	8.94562693888825
dienesch___liden	8.94562693888825
twin___rear	8.940853660135593
andersen___chen	8.940853660135593
rope___pull	8.940853660135593
extravert___introvert	8.940853660135593
drath___murrell	8.909601116631489
retail___outlet	8.8943336445007
telecommunication___battery	8.8943336445007
united___arab	8.8943336445007
crant___pure	8.8943336445007
recursive___recombination	8.886786438865316
zaccaro___klimoski	8.885283808980782
mayer___salovey	8.871860788648641
frame##breaking___frame##move	8.871860788648641
ken___blanchard	8.871860788648641
unfinished___revolution	8.849881881929866
organ___konovsky	8.849881881929866
carlo___simulation	8.828375676708902
trauma___resuscitation	8.828375676708902
dialogue___multilogue	8.828375676708902
eye___beholder	8.80732226751107
homeostatic___goods	8.80732226751107
hyper##core___self##evaluation	8.80732226751107
sun___anderson	8.794899747512513
robert___greenleaf	8.786702980308334
normal___multipersonal	8.786702980308334
inaccurate___unrealistic	8.766500272990815
adhocracy___clan	8.766500272990815
anonymitys___moderation	8.760802251876177
fol___lower	8.751611660497064
alcohol___consumption	8.750499931644374
insider___appreciative	8.746697645694635
kirkpatrick___locke	8.746697645694635
knippenberg___sitkin	8.746697645694635
remains___dispose	8.740182964673442
makeup___remains	8.740182964673442
rost___postindustrial	8.740182964673442
childhood___adolescence	8.738329396024119
peace___serenity	8.730030593209424
brown___levinsons	8.727279559837534
midwestern___city	8.727279559837534
bien___barry	8.727279559837534
norris___vecchio	8.727279559837534
vecchio___boatwright	8.727279559837534
bipolar___adjective	8.727279559837534
stinson___johnson	8.717710108821382
sociolinguistics___conversation	8.708231364866839
esteban___uhl	8.708231364866839
uhl___bien	8.708231364866839
salancik___pfeffer	8.701961751853243
south___africa	8.69650790117078
lewin___lippitt	8.67119009318649
thailand___singapore	8.653171587683811
predic___reciprocating	8.64133713003681
melanie___klein	8.635472010584412
max___weber	8.602870849209014
referee___journal	8.600985834513242
fantasy___unlimited	8.58417871619686
inductive___deductive	8.58417871619686
grandiosity___fantasy	8.58417871619686
mainland___china	8.58417871619686
william___james	8.573128880010275
vice___versa	8.568469422491681
electoral___democracy	8.563559428994125
double___edge	8.55138889337387
bauer___green	8.55138889337387
dialogue___dialectical	8.540693604257122
bollinger___smith	8.540693604257122
unquestioning___obedience	8.537658700561968
affectional___bond	8.535388552027428
podsakoff___niehoff	8.519640195059289
fi___rm	8.519640195059289
pearce___conger	8.519640195059289
upper___righthand	8.519640195059289
schriesheim___castro	8.519640195059289
fleishman___harris	8.504136008523323
israeli___soldier	8.499020907856554
black___box	8.488868536392536
friendly___approachable	8.488868536392536
lippitt___white	8.478818200539035
suppress___fake	8.478818200539035
ascription___route	8.459015573242855
cooperate___defect	8.450647323572339
renegotiate___dachler	8.444416773821702
municipal___council	8.439597487385752
ghiselli___brown	8.439597487385752
interchangeable___exemplar	8.439597487385752
papua___new	8.430028036369603
new___york	8.430028036369603
joy___peace	8.4282439145761
regime___continuation	8.420549292415059
extra##familial___elite	8.415843401377646
fight___flight	8.401857159402907
johnss___categorical	8.397238213546611
stogdill___coons	8.394936716558332
realist___ontology	8.39355835658821
prime___minister	8.392287708386755
george___bush	8.390022701755903
peril___ignore	8.38806383727057
coronary___heart	8.374458185214792
sexual___harassment	8.365489515232031
alutto___yammarino	8.36103516488265
yammarino___markham	8.36103516488265
brewer___gardner	8.352736362067956
idiosyncrasy___credit	8.339056258163875
depressive___symptom	8.325484180618332
caricature___radical	8.32181445172937
fernandez___vecchio	8.32181445172937
hero___myth	8.32181445172937
window___matrix	8.32181445172937
bouwen___hosking	8.32181445172937
vroom##yetton___jago	8.32181445172937
john___kennedy	8.321814451729368
chronic___self##schema	8.310226836556982
patter___and	8.30907542595194
wome___and	8.30907542595194
soviet___union	8.304864893415596
milestone___convert	8.29649664374508
insider___outsider	8.294712521951578
appreciative___inquiry	8.284074123746523
low##task___low##relationship##oriented	8.284074123746523
howell___frost	8.282532103394708
bridge___chasm	8.275877356542344
shareholder___valuation	8.271804031154709
schriesheim___murphys	8.268325766778384
soil___conservation	8.262095217027747
non##familial___elite	8.261692721550387
kerr___jermiers	8.259682670622363
intensive___ethnographic	8.255674649224824
knit___cohesive	8.255674649224824
finalize___ultimate	8.255674649224824
north___america	8.255174774183173
hall___wheelwright	8.247706479575648
geoclimate___bioclimate	8.247706479575648
profit___margin	8.247706479575648
intrapsychic___coping	8.247706479575648
horizontal___axis	8.247706479575648
semi___autonomous	8.247706479575648
square___format	8.24374607835955
motion___transference	8.24374607835955
howell___dorfman	8.233261054387924
altruism___courtesy	8.232935162255336
x##theory___y	8.229032718278404
stranger___acquaintance	8.216453936071543
perpetrator___non##involve	8.212615159764377
martinko___gardner	8.201186463940754
tier___journal	8.195520726405077
nets___administrator	8.189886908686821
situationa1___mode1	8.187081857759212
unpublish___thesis	8.178713608088696
lay___groundwork	8.178713608088696
bonding___congruency	8.178713608088696
schriesheim___murphy	8.17669544393246
john___hemphill	8.167663771902111
sound___approximate	8.15673470136992
changing___nothing	8.145923785265705
synchrony___transmission	8.14234596391782
hosking___fineman	8.139492894935415
classical___greeks	8.137358422406782
sheer___volume	8.135228496148958
self##categorization___depersonalization	8.12464638681842
david___mcclelland	8.114175086951125
czech___republic	8.114175086951125
evolution___blackwell	8.114175086951125
kerr___jermier	8.110150936651399
path##organizational_outcome___clarifying	8.109378914687632
classical___greek	8.099137209586585
yammarino___dubinsky	8.09867090041516
percentage___responder	8.09867090041516
merger___acquisition	8.093555799748389
israeli___army	8.093555799748389
sickness___absenteeism	8.089482474360754
neediness___anxious	8.083403428284372
octant___viii	8.083403428284372
outsider___appreciative	8.083403428284372
media___caricature	8.083403428284372
benjamin___warn	8.083403428284372
film___crew	8.08340342828437
predate___partys	8.076691993696384
remote___site	8.07335309243087
city___police	8.065881077592168
graen___cashman	8.065384922781693
bright___dark	8.056004454096257
transboundary___erosion	8.05355046513469
dedication___absorption	8.05355046513469
masculinity___femininity	8.050096230266602
philosophical___underpinnings	8.047035784113497
aesthetic___sensory	8.047035784113497
user___disseminate	8.047035784113497
nursephysician___collaboration	8.043794290189325
biosocial___fiedler_contingency_model_leadership	8.038951665713537
brown___levinson	8.034132379277588
dominate___paradigmatic	8.034132379277588
calder___pfeffer	8.024562928261437
strict___dichotomy	8.024562928261437
high##task___high##relationship##oriented	8.024562928261437
identification##enable___intra##organizational	8.024562928261437
formalization___inflexibility	8.016432802178187
recycling___plant	8.008814571293298
chapter___conference	8.008814571293298
trust##erode___incident	8.002584021542662
chernobyl___accident	8.002584021542662
systems___outcomes	8.001032430851243
mackenzie___williams	7.993310384757333
rousseau___black	7.978042912626545
21st___century	7.978042912626545
der___morality	7.975772764092006
recreational___sport	7.9744131445759665
anxious___ambivalent	7.9694591689351535
van___dijk	7.960024407123867
van___vugt	7.960024407123867
van___fleet	7.960024407123867
van___vliert	7.960024407123867
van___doorn	7.960024407123867
van___engen	7.960024407123867
civic___virtue	7.957592302155254
superhuman___exceptional	7.955570056774486
improvingqualityeducation___cadre	7.9481899494768635
organic___mechanistic	7.9481899494768635
mechanistic___organic	7.9481899494768635
insider___resemble	7.9481899494768635
vote___wing	7.9481899494768635
liden___wayne	7.942324830024465
van___knippenberg	7.940221779827687
fry___ferris	7.9357674294783065
flammable___material	7.933591150055711
date___artifact	7.919202412603611
groom___son	7.919202412603611
hear___multitude	7.919202412603611
new___guinea	7.919202412603611
vugt___de	7.916349343621205
feminine___mystique	7.9120849448347474
conditional___layer	7.909723668649067
antisocial___aggressive	7.907838653953297
cosmetic___substantive	7.899399785307431
james___mcgregor	7.894370436902429
fear___invalidity	7.891031535636915
piccolo___lies	7.891031535636915
mild___fear	7.891031535636915
cognition___aesthetics	7.866338923046544
wing___liberal	7.852879769672539
unpleasant___surprise	7.852879769672539
hosking___morley	7.851810822483634
upper___echelon	7.851810822483634
vroom##yetton___vroom##jago	7.851810822483634
financial___payback	7.85020954111666
high##task___low##relationship##oriented	7.842241371467483
couple___federation	7.842241371467483
ebb___flow	7.842241371467483
high##task___low##relationship	7.842241371467483
ontology___epistemology	7.838280970251386
allowable___weakness	7.836964314366639
mere___automation	7.826493014499344
shamir___zakay	7.826493014499344
shamir___eilam	7.826493014499344
podsakoff___todor	7.826493014499344
shamir___eilams	7.826493014499344
kozlowski___klein	7.824541794368082
intra##group___intergroup	7.816598940854146
spatial___distance	7.81449145851458
constructionism___ontological	7.810988827963379
projection___transference	7.808428007101705
preventive___mode	7.807150051656213
gerstner___day	7.807150051656213
static___change##leader	7.805873727296608
manufacturing___technologies	7.80332595521781
leaner___media	7.79572135583259
insufficient___adoration	7.79572135583259
household___income	7.788174150197207
dissolve___reform	7.785671019979088
vivid___symbolize	7.773248499980531
dedication___tyranny	7.765868392682909
augmentation___efect	7.762198663793947
south___african	7.754899361312335
multinational___corporation	7.754899361312335
caregiver___responsiveness	7.753082830385937
jung___sosik	7.751269593261757
young___girl	7.751269593261756
altruistic___love	7.749911819801296
convergent___discriminant	7.746931191663158
city___council	7.746450306825808
grooming___son	7.736880855809657
air___crew	7.735096734016155
percentile___code	7.7297633880407925
dialectical___movement	7.727402111855113
counterfactual___reasoning	7.7244583358111
privileged___ontology	7.715678648159054
republic___austria	7.70870997884296
precede___paragraph	7.701789535998387
media___richness	7.698991729374039
net___income	7.688090691640225
incident___diary	7.686731072124186
undergone___revision	7.685825685009372
dark___side	7.681311004654846
sister___charge	7.679810629279611
aging___ruler	7.672342334672085
lord___mahers	7.661243441604037
ritter___lord	7.661243441604037
division___labour	7.659919814673528
lifetime___employment	7.6546427575726845
in##depth___snapshot	7.6546427575726845
anglo___american	7.649869478820027
dental___educator	7.648085357026526
supplemental___material	7.64590907760393
america___europe	7.64590907760393
resilience___engineering	7.636389317263334
double___burden	7.635098161499714
unrealistic___self##perception	7.635098161499714
extroversion___introversion	7.635098161499714
mystery___surround	7.629736218358329
sustainable___veri	7.628667271169424
veri___sustainable	7.628667271169424
lewins___classic	7.628667271169424
genetic___mutation	7.628667271169424
symbolic___interactionist	7.627065989802451
classical___mechanic	7.626532798640791
retest___reliability	7.619097820153273
uncover___invisible	7.6180401785951375
unable___unwilling	7.61382076305243
discourse___intelligibility	7.611717712855651
discourse___problematize	7.611717712855651
relational##capture___examination	7.6096190761987295
shed___light	7.605852593403252
high##task___high##relationship	7.605852593403252
ruling___elite	7.604913185161317
paradigmatic___conception	7.603349463185134
fred___fiedler	7.595050660370439
bad___news	7.595050660370439
asian___americans	7.588547277379999
world___war	7.587845276649169
dachler___hosking	7.58421550859859
preferential___treatment	7.579877106999992
fi___nding	7.5751785862184375
wife___mother	7.572577804518381
ethnography___speak	7.570559640362143
deem___unaccep	7.568042649352989
nonhuman___phenomena	7.5605294660022055
energetic___optimistic	7.554559299015702
trustee___trustor	7.554559299015702
hunt___dodge	7.554559299015702
lord___maher	7.550017806493813
high##uncertainty___avoidance	7.54725999653409
bodily___presence	7.546654119508589
conscientiousness___sportsmanship	7.542724841368699
low##task___high##relationship	7.536859721916302
heiders___balance	7.531028801605508
delicate___balance	7.531028801605508
immediacy___return	7.526057788883487
williams___anderson	7.510884235513041
causality___intersubjectivity	7.50803928338081
lord___dinh	7.507092761776779
octant___vi	7.50576913484627
barling___weber	7.504258560540904
trustworthiness___uncomfor	7.504258560540904
unwilling___insecure	7.5004920777454265
change##leader___collaborator	7.5004920777454265
hire___fire	7.498614142921226
obstruct___hereditary	7.494868820191064
duty___owed	7.493934677199268
graen___scandura	7.485566427528751
bono___lies	7.485566427528751
commodity___concentrate	7.478186320231128
tridimensional___tridimensional_leadership##effectiveness_model	7.478186320231128
deductive___reasoning	7.4731439075301935
boundary___spanner	7.463587520809975
raw___material	7.463587520809975
frequency##dependent___selection	7.458167453340636
structural___hole	7.457921783274298
green___mitchell	7.452776604705759
activation___inhibition	7.449198783357876
intra##organizational___interorganizational	7.449198783357875
transactional_transformational_leadership_model##group___potency	7.449198783357875
improvidence___characterise	7.449198783357875
kark___van	7.449198783357875
yukl___lepsinger	7.442081315589012
caucasian___americans	7.439581314286928
heir___apparent	7.439046411893858
trade___union	7.436776263359318
solidarity___trade	7.436776263359318
low##task___low##relationship	7.436776263359318
hygiene___motivator	7.436776263359318
motivator___hygiene	7.436776263359318
graen___uhl	7.427297519404775
micro___macro##level	7.42276552628972
monetary___incentive	7.4210279063911795
landholder___groupman	7.4210279063911795
manipulative___self##serve	7.4210279063911795
stock___price	7.419986781882769
undergraduate___graduate	7.417561698414693
relational_approach___change##oriented	7.411309656922258
weber___kelloway	7.408948380736579
symbolic___interactionism	7.408376788837621
improvidence___accuracy	7.407234584258844
bioclimate___wealth	7.405523719855214
racial___minority	7.405523719855214
breadth___depth	7.4029628989935405
renewable___energy	7.4018674086521035
proportion___landholder	7.397273820383072
north___korea	7.394304836250426
verbal___non##verbal	7.388014094318736
extraverted___agreeable	7.380205911870925
introduce___triadic	7.380205911870925
podsakoff___mackenzie	7.380205911870925
white___lippitt	7.380205911870925
engle___lord	7.373561369152256
equivalence___return	7.371907109056229
supply___chain	7.370485863114341
rank___file	7.370255581017756
cautious___performer	7.365317299377174
patient___acuity	7.36149320293877
facial___appearance	7.3595866246681885
multipersonal___science	7.35064710962938
occupy___brokerage	7.35064710962938
pathological___narcissism	7.34943425320417
simmelian___tie	7.345804485153592
graens___extension	7.340985198717643
morley___hosking	7.340985198717643
conventional___wisdom	7.3314157477014925
adopt___cognitivist	7.326665144942894
academic___ofcer	7.321937003746949
minimum___threshold	7.320365911514908
geographic___location	7.315667390733354
dansereau___yammarino	7.311213040383973
transformational##transactional___nonleadership	7.310213540050889
fertile___ground	7.310213540050889
underpinnings___sound	7.309436840982717
vivid___imagery	7.3078852502912985
landholder___soil	7.303244870734797
decide___reorganize	7.303244870734797
virtue___sportsmanship	7.300163204197388
kahai___avolio	7.298625924878501
counter___intuitive	7.298625924878501
vecchios___suggestion	7.296324427890222
sahlins___reciprocity	7.294028215629872
patient___porient	7.292500331451819
accuracy___zone	7.28945154860246
black___white	7.2848957320666
charity___altruistic	7.2848957320666
version___rizzo	7.28262558353206
secondary___embedding	7.2803605769012085
adaptive___structuration	7.279456008770781
daily___reproduction	7.277348526431217
platow___van	7.266877226563921
cremer___van	7.266877226563921
admire___respected	7.266877226563921
closeness___centrality	7.26181699918904
nonhereditary___succession	7.259956783719348
hereditary___succession	7.256836656383103
verbal___persuasion	7.255979035955151
murrell___see	7.255042768916918
wing___conservative	7.255042768916918
culture##level___cascade	7.255042768916918
enormous___amount	7.24917764946452
accident___emergency	7.240443969495765
jerrys___boss	7.240443969495765
metasystem___governance	7.236105567897168
search___engine	7.226055232043666
triad___predicate	7.226055232043666
install___pride	7.226055232043666
rhetorical___device	7.223202163061259
temporal___sequence	7.223202163061259
abusive___supervision	7.222846101102718
compositional___compilational	7.218465062776991
weierter___howell	7.214691473393351
howell___higgins	7.214691473393351
physiological___arousal	7.213632712045109
absorptive___capacity	7.21046313728383
judge___piccolo	7.210079628170789
recruitment___retention	7.206252604747487
wrong___incorrect	7.206252604747486
european___union	7.206252604747486
prescriptive___curve	7.201462176424854
people##group___know	7.19788435507697
schriesheim___forthcoming	7.19788435507697
dyadic___subassembly	7.19788435507697
adaptive_leadership_theory___relational_approach	7.189585552262274
word___bradbury	7.186834518890385
manipulation___check	7.1830641630957155
ulterior___motive	7.181355053125759
survive___thrive	7.1772650678742345
war___peace	7.176682147426367
density___centralization	7.175905448358194
kaltmans___lesson	7.1731917424865985
generalization___camp	7.167786323919691
kaltmans___writings	7.167112696410216
luthans___avolio	7.1650945322539785
linguistic___pragmatic	7.159732589112593
center___employee##center	7.158396583569851
minor___injury	7.153867469660195
van___der	7.149094190907538
anytime___policy	7.145133789691441
presidential___greatness	7.143817133806694
baath___party	7.141189011400424
semantic___differential	7.137259733260535
deny___subjectivity	7.133345833939399
evalua___act	7.133345833939399
moder___act	7.133345833939399
bono___judge	7.128014675116484
academics___practitioner	7.12620989707395
timely___accuracy	7.125822124820658
formation___affirmation	7.122983046903852
improvingquality___education	7.121695216719424
brevity___clarity	7.119766575813018
houses___achievement_goal_theory	7.117841647403433
break___glass	7.114002871096267
interdependence___intersubjectivity	7.112726546736663
consideration##initiate___structure##consideration	7.110178774657864
betweenness___centrality	7.108399188577434
promotional___growth	7.108272196387283
write___memo	7.105102621626004
diary___comparative	7.102574175272645
drucker___foundation	7.1003040267381055
race___occupation	7.096335442182469
transgression___exemplary	7.095026969637262
proximal___distal	7.092523839419144
illusionary___real	7.092523839419144
symbol___ceremony	7.0875362979081045
outgroup___derogation	7.080101319420586
cast___doubt	7.080101319420586
depression___exhaustion	7.072721212122964
overcoming___obstacle	7.072721212122963
identification##enable___supply	7.069051483234001
ground___breaking	7.069051483234001
depth___intensity	7.058122412701811
free___tautological	7.055709866296427
electronic___brainstorming	7.054204975117007
cop___coach	7.052101924920228
pure___constructionist	7.048506954002369
owner___stock	7.047311496597596
duration___acquaintance	7.043733675249712
profit___nonprofit	7.043733675249712
scope___redefinition	7.043733675249712
south___korea	7.04194955345621
compilational___unit##level	7.0415931107506005
healthier___willing	7.036616207480847
uncritical___acceptance	7.036616207480847
race___ethnicity	7.036616207480847
fiedler___garcia	7.035434872435016
mind___ehrlich	7.033581303785693
reach___peak	7.031899217602708
international___forum	7.031311155251155
dominance___sociability	7.02603409815031
ruler___predate	7.021754768530936
paper___pencil	7.01904106265934
s1___tell	7.012962016582958
vacancy___rate	7.001769476150679
resident___porient	7.00005861174705
intersubjective___encounter	7.00005861174705
fo11ower___readiness	7.00005861174705
delivery___schedule	6.997863221183614
high##power##distance___high##uncertainty	6.995794212960592
shorten___version	6.99494351108028
extreme___antisocial	6.99494351108028
george___james	6.992678504449428
tenet___connectionist	6.988163824094901
investment___banking	6.983109053433276
hosking___dachler	6.978079705028274
lose___sight	6.9774110323186385
remove___obstacle	6.973630309478733
nonredundant___contact	6.971413013670086
geoclimate___wealth	6.963690967576175
psychometric___property	6.958354063647987
loyalty___deference	6.958211501811549
triadic___level##analysis	6.95493817646658
similarity___opposite	6.952761897043985
paragraph___sound	6.952761897043985
board___director	6.950373447314465
pro___quo	6.948423495445387
geographical___region	6.948423495445387
notion___multiplexity	6.948423495445387
heart___attack	6.947341829574645
intellectual___stimulation	6.9465537535482325
vroom___expectancy	6.945991390476774
vague___distal	6.94410383430087
locate___dyadic##level	6.94410383430087
blood___pressure	6.943334425937915
trend___flatter	6.941950980939769
pro##performance___norm	6.938730366239727
courtesy___conscientiousness	6.936589037798384
unstated___consensus	6.936589037798384
radical___feminism	6.9355200906094785
civil___war	6.9355200906094785
joint___venture	6.9307239183459854
nutrition___health	6.922781064832049
long___haul	6.922781064832049
accuracy___sparse	6.921726768477143
manager##subordinate___in##agreement	6.920673582492484
rost___see	6.918570532295705
great___britain	6.916471895638784
vast___majority	6.91433010857031
