	MI
delegation___consistency___mentorship	8.783262123581878
environment___power___commodity	8.783262123581878
discourse___analysis___postmodern	8.783262123581878
express___relation___andersen	8.665479087925496
key___ontological___epistemological	8.665479087925496
context___iterative___messy	8.665479087925496
management___iterative___messy	8.665479087925496
leadership___balkundi___kilduff	8.665479087925496
accord___balkundi___kilduff	8.665479087925496
organizational___insider___appreciative	8.665479087925496
process___changing___nothing	8.665479087925496
production___center___employee##center	8.62911144375462
extension___vertical_dyad_linkage_theory___offstein	8.560118572267669
bradbury___lichtenstein___laudable	8.560118572267669
united___arab___emirates	8.560118572267669
subordinate___gratitude___repayment	8.560118572267669
consistent___drath___murrell	8.560118572267669
vugt___de___cremer	8.560118572267669
benefit___intensive___ethnographic	8.560118572267669
unique___person___important	8.560118572267669
inseparable___context___iterative	8.560118572267669
payback___shareholder___valuation	8.560118572267669
reformation___leadership___murrell	8.560118572267669
phenomena___relationship___communicative	8.495580051130098
hersey##blanchard_situational_leadership_model___brown___levinsons	8.464808392463343
barling___weber___kelloway	8.464808392463343
interactionist___naturalist___positivist	8.464808392463343
early___johannesen___schmidt	8.464808392463343
analysis___cognitive___linguistic	8.464808392463343
member___friendly___approachable	8.464808392463343
principal___united___arab	8.464808392463343
zakay___breinin___popper	8.464808392463343
exchange___rost___postindustrial	8.464808392463343
leader___international___forum	8.464808392463343
feminism___dead___alive	8.377797015473714
passive___knowable___malleable	8.377797015473714
word___bradbury___lichtenstein	8.377797015473714
symbolic___interactionist___naturalist	8.377797015473714
waldman___house___ramirez	8.377797015473714
article___hunt___dodge	8.377797015473714
number___in##depth___snapshot	8.377797015473714
present___relationship##oriented___overarch	8.377797015473714
recognition___leadership___relational##capture	8.377797015473714
accord___hollander___julian	8.377797015473714
beauty___presence___living	8.377797015473714
humility___charity___veracity	8.377797015473714
sympathy___support___upset	8.377797015473714
caricature___radical___feminism	8.377797015473714
mind___ehrlich___dukerich	8.357177728270978
joy___peace___serenity	8.33127699983882
cognitive___operation___separable	8.297754307800178
such___methodology___bradbury	8.297754307800178
base___methodology___bradbury	8.297754307800178
descriptive___accuracy___sparse	8.297754307800178
knowledge___influence___people##group	8.272436499815887
reliability___trustworthiness___uncomfor	8.272436499815887
view___process___intra	8.272436499815887
structuring___control___illusory	8.272436499815887
conscientiousness___sportsmanship___courtesy	8.241664841149133
support___lord___mahers	8.241664841149133
language___theoretical___underpinnings	8.223646335646455
view___subject___distinguishable	8.223646335646455
feeling___reasoning___sensory	8.223646335646455
personal___level___ropo	8.223646335646455
accord___adaptive___structuration	8.223646335646455
constraint___human___imagination	8.223646335646455
group___aesthetic___sensory	8.223646335646455
purpose___static___change##leader	8.223646335646455
hosking___social___constructivist	8.223646335646455
dynamic___consistent___constructivist	8.223646335646455
relational___exchange___rost	8.223646335646455
innovator___early___adopter	8.223646335646455
self___accord___brewer	8.177126320011562
moment___key___ontological	8.154653464159505
drucker___foundation___nonprofit	8.154653464159505
constructionist___symbolic___interactionist	8.154653464159505
message___clear___vivid	8.154653464159505
variation___result___breakdown	8.154653464159505
transformational_leadership_theory___relative___transactional_transformational_leadership_model##group	8.154653464159505
nursing___systems___outcomes	8.154653464159505
krackhardts___concept___simmelian	8.154653464159505
organizational##level___dynamic___congruency	8.154653464159505
altruism___conscientiousness___sportsmanship	8.154653464159505
cremer___van___vugt	8.154653464159503
key___difference___relational##entity	8.154653464159503
preferential___treatment___bumiputra	8.154653464159503
podsakoff___mackenzie___moorman	8.090114943021932
positive___model___predisposed	8.090114943021932
accuracy___foresight___improvidence	8.090114943021932
examination___limit___snapshot	8.090114943021932
study___incident___diary	8.090114943021932
intention___true___variant	8.090114943021932
psychological___psychosomatic___complaint	8.029490321205499
collaborative___effort___insider	8.029490321205499
organization___monolith___insider	8.029490321205499
martin___luther___king	7.9723319073655485
process___accuracy___zone	7.9723319073655485
sportsmanship___courtesy___civic	7.9723319073655485
break___glass___ceiling	7.9723319073655485
call___hero___myth	7.9723319073655485
notion___interpersonal___intra##group	7.9723319073655485
relationship___collective___self##base	7.935964263194674
experience___childhood___adolescence	7.935964263194674
hoogh___den___hartog	7.931509912845295
structure___triad___predicate	7.918264686095274
people___unable___unwilling	7.918264686095274
supportiveness___employee___seniority	7.918264686095274
term___in##group___self##categorization	7.918264686095274
shamir___house___arthur	7.904327178251492
mcgregors___theory___x##theory	7.892289199692013
leader___consistent___ritter	7.8669713917077235
discussion___present___unifying	7.8669713917077235
variable___basic___prerequisite	7.8669713917077235
individual___perceptual___depersonalization	7.8669713917077235
relationship##oriented___open___quote	7.8669713917077235
gender___issue___feminism	7.8669713917077235
dominance___traditional___leadercentric	7.8669713917077235
relational___tone___quote	7.8669713917077235
insider___outsider___appreciative	7.818181227538291
relational##collective___relational___self##construal	7.818181227538291
artifact___mother___era	7.818181227538291
manager___czech___republic	7.818181227538291
transition___patient___acuity	7.818181227538291
effectiveness_level___relational___self##construal	7.818181227538291
lichtensteins___review___relationality	7.818181227538291
knippenberg___relational___self##construal	7.818181227538291
multiple___reality___coevolve	7.806346769891287
interdependent___relationship___intersubjective	7.786928684034188
nothing___less___revolution	7.771661211903398
hansen___study___aesthetic	7.771661211903398
chen___individual___repertoire	7.771661211903398
bioclimatic___demand___climatic	7.771661211903398
advance___unfinished___revolution	7.771661211903398
network___upward___adaptive_leadership_theory	7.771661211903398
reality___emergent___inseparable	7.771661211903398
ship___collective___vehicle	7.771661211903398
leadership___rousseau___black	7.771661211903398
value___contribution___care##be	7.74918835605134
association___research___libraries	7.74918835605134
function___dynamic___embedding	7.741808248753718
respect___ontology___epistemology	7.727209449332564
entity___consistent___epistemology	7.727209449332564
relay___sense___urgency	7.727209449332564
change___hosking___dachler	7.727209449332564
information___relational___transparency	7.727209449332564
self##awareness___relational___transparency	7.727209449332564
relative___relationship___dachler	7.727209449332564
sense___common___fate	7.727209449332564
methodology___bradbury___lichtenstein	7.684649834913769
structure___model___regularity	7.684649834913769
de___hoogh___den	7.684649834913769
man___heart___attack	7.684649834913769
factor___motivator___hygiene	7.684649834913769
form___decision___tree	7.643827840393514
head___administrative___district	7.643827840393514
meaning___limit___sociocultural	7.643827840393514
dynamic___bonding___congruency	7.643827840393514
event___sayle___lateral	7.643827840393514
podsakoff___niehoff___mackenzie	7.643827840393514
array___personal___possession	7.643827840393514
variant___relational___constructionism	7.604607127240232
niehoff___mackenzie___williams	7.604607127240232
market___fair___trade	7.604607127240232
entity___clear___separation	7.604607127240232
self___interchangeable___exemplar	7.604607127240232
dogma___clear___separation	7.604607127240232
leader##group___social___constructionism	7.604607127240232
project___environmental___upheaval	7.604607127240232
tyranny___charismatic_leadership_theory___attractiveness	7.604607127240232
large___midwestern___city	7.604607127240232
autonomy___competence___relatedness	7.579289319255942
directive___control___non##directive	7.579289319255942
clinical___guideline___evidence##base	7.579289319255942
mackenzie___moorman___fetter	7.566866799257388
foster___healthful___regeneration	7.566866799257388
support___healthful___regeneration	7.566866799257388
work___jessica___benjamin	7.566866799257388
frederick___taylor___hansen	7.566866799257385
such___relational___self##construal	7.530499155086511
degree___foresight___improvidence	7.530499155086511
sensitivity___dedication___tyranny	7.530499155086511
situationa1___leadership___mode1	7.530499155086511
individual___safety___consciousness	7.530499155086511
self##view___chronic___self##schema	7.530499155086511
physical___psychological___makeup	7.530499155086511
postindustrial___leadership___rost	7.530499155086511
relation___andersen___chen	7.530499155086511
level_five_leadership_model___charismatic_leadership_theory___compound	7.514750798118372
diversity___relational___demography	7.49540783527524
capable___cautious___performer	7.49540783527524
djebarni___unpublish___thesis	7.49540783527524
facial___masculinity___femininity	7.49540783527524
poor___average___performer	7.49540783527524
relational_approach___focus___aesthetic	7.483979139451617
extent___appeal___aesthetic	7.483979139451617
change___structure___intentional	7.483979139451617
leadership___multi##level___processual	7.461506283599559
higher___relational___favorability	7.461506283599559
autocratic___tridimensional_leadership##effectiveness_model___autocratic_style	7.461506283599559
coronary___heart___disease	7.461506283599559
relationship___management___iterative	7.461506283599559
process___self##categorization___depersonalization	7.461506283599559
approach___stability___desirability	7.439527376880782
address___approach___dachler	7.439527376880782
annual___meeting___north	7.439527376880782
image___organization___solid	7.439527376880782
rich___structural___hole	7.439527376880782
inaccurate___unrealistic___self##perception	7.428716460776568
creativity___measure___divergent	7.428716460776568
team___trauma___resuscitation	7.428716460776568
stage___vertical_dyad_linkage_theory___expansion	7.407439062329283
condition___acceptance___rejection	7.396967762461988
organization___strategic___reorganization	7.396967762461988
article___book___chapter	7.396967762461988
bright___dark___side	7.396967762461988
learning___student___outcomes	7.3814635759260225
personal___individual___user	7.376348475259252
experience___joy___peace	7.366196103795234
leadership___privileged___ontology	7.366196103795234
process___article___ontology	7.366196103795234
science___insider___outsider	7.366196103795234
open___black___box	7.366196103795234
rousseau___black___box	7.366196103795234
process___engagement___participatory	7.366196103795234
upward___adaptive_leadership_theory___relational_approach	7.366196103795234
technique___relational___ontology	7.366196103795234
low___competence___high##commitment	7.358648898159852
relationship___contribution___receipt	7.356145767941732
contribution___exchange___receipt	7.356145767941732
high___gender___egalitarian	7.336343140645553
perception___self___interchangeable	7.3169250547884515
approach___self___separable	7.3169250547884515
intelligence___masculinity___femininity	7.313086278481285
direction___vertical___triad	7.307355603772301
information___time___money	7.307355603772301
base___influence___group##oriented	7.307355603772301
disease___psychological___strain	7.307355603772301
foster___positive___self##development	7.307355603772301
multiplexity___vertical_dyad_linkage_theory___triad	7.307355603772301
substitute___directiveness___supportiveness	7.279184726805602
social___self##concept___relational##collective	7.279184726805602
rich___connection___interdependency	7.279184726805602
report___international___institute	7.279184726805602
psychology___behavioral___genetics	7.260835588137407
civic___virtue___sportsmanship	7.260835588137407
leader##follower___accord___hollander	7.25178575261749
commitment___hong___kong	7.25178575261749
manager___hong___kong	7.25178575261749
emotion___attribution___intentionality	7.238362732285348
crant___pure___constructionist	7.225117505535327
individual___access___contents	7.225117505535327
epistemology___objective___truth	7.225117505535327
possession___mind___contents	7.225117505535327
inconsistent___caregiver___responsiveness	7.225117505535327
static___change##leader___collaborator	7.225117505535327
constructivist___entity___constructionist	7.225117505535327
comparison___match___mismatch	7.225117505535327
clinical___nurse___specialist	7.2163838255665755
existence___leader___transference	7.2163838255665755
image___consistent___caregiver	7.2077257628234594
anytime___policy___writing	7.199142019132067
sense___word___bradbury	7.199142019132067
relational___self___embodiment	7.199142019132067
analysis___semiotics___rhetorical	7.199142019132067
leader___accord___balkundi	7.199142019132067
individual___dyad___group##level##analysis	7.199142019132067
action___science___insider	7.182192460818294
country___soviet___union	7.173824211147777
frequency___solution___proposal	7.173824211147777
solidarity___trade___union	7.173824211147777
workplace___alcohol___consumption	7.173824211147777
remark___solution___proposal	7.173824211147777
czech___republic___austria	7.161401691149223
boundary___internal___homogeneity	7.149131598557407
financial___payback___shareholder	7.149131598557407
self##definition___self##evaluation___self##regulation	7.149131598557407
analysis___vertical_dyad_linkage_theory___lateral	7.133002216627522
decision___prior___approval	7.125034046978346
style___high##task___low##relationship	7.125034046978346
psychological___social___resiliency	7.125034046978346
quote___article___hunt	7.125034046978346
model___link___safety##specific	7.125034046978346
way___greater___lesser	7.109285690010207
persuasion___consultation___coalition	7.109285690010207
key___tenet___connectionist	7.109285690010207
identification___solution___provider	7.089942727167076
nursing___department___chairperson	7.078514031343452
work___collaboration___participatory	7.078514031343452
barry___crant___pure	7.078514031343452
vivid___imagery___metaphor	7.078514031343452
process___respect___ontology	7.078514031343452
communication___symbol___metaphor	7.078514031343452
benefit___understanding___participatory	7.078514031343452
book___chapter___conference	7.07096682570807
unfinished___revolution___genuine	7.0560411754913925
eventual___follower___latitude	7.0560411754913925
anxiety___workplace___alcohol	7.0560411754913925
principle___relational___dialogue	7.0560411754913925
symptom___workplace___alcohol	7.0560411754913925
date___artifact___mother	7.0560411754913925
adoration___early___childhood	7.0560411754913925
leadership___hosking___dachler	7.03406226877262
landholder___soil___conservation	7.03406226877262
level___alcohol___consumption	7.019673531320518
management___outcome___triad	7.019673531320518
level___media___richness	7.012556063551656
implication___self##definition___self##evaluation	7.012556063551656
monte___carlo___simulation	7.012556063551656
cohesion___media___richness	7.012556063551656
conception___instrumental___influence##base	7.012556063551656
climate___media___richness	7.012556063551656
increase___risk___disease	7.009521159856503
supply___public___goods	6.991502654353822
triad___larger___collectivity	6.991502654353822
cognition___larger___collectivity	6.991502654353822
provision___public___goods	6.991502654353822
separate___management___manager##subordinate	6.991502654353822
broader___relationship___manager##subordinate	6.991502654353822
language___phase___non##charismatic_leadership_theory	6.991502654353822
california___style___inventory	6.991502654353822
context___larger___collectivity	6.991502654353822
command___control___non##hierarchical	6.970883367151088
organization___interorganizational___realm	6.970883367151088
numerous___methodology___normal	6.970883367151088
number___cosmetic___substantive	6.970883367151088
test___key___tenet	6.964103680165709
partner___leader##member___teammate	6.964103680165709
feminism___date___artifact	6.950680659833568
situational_contingency_theory___prescriptive___guideline	6.950680659833568
friend___taxonomy___friendship	6.950680659833568
change___larger___socioeconomic	6.950680659833568
dimension___stronger___contributor	6.950680659833568
degree___contextual___timely	6.950680659833568
van___knippenberg___sitkin	6.950680659833568
testing___result___omnibus	6.950680659833568
heart___result___depersonalize	6.9374354330835475
latent___factor___intercorrelation	6.935792047339818
evaluation___van___knippenberg	6.930878032537389
sayles___manager___bound	6.930878032537389
context___ongoing___conversation	6.930878032537389
lord___van___knippenberg	6.930878032537389
platow___van___knippenberg	6.930878032537389
customer___delivery___schedule	6.930878032537389
unity___collective___se	6.930878032537389
interaction___uhl___bien	6.911459946680287
science___relational___constructionism	6.911459946680287
welfare___express___appreciation	6.911459946680287
esteban___uhl___bien	6.911459946680287
ramirez___house___waldman	6.911459946680287
avolio___walumbwa___weber	6.911459946680287
uhl___bien___barry	6.911459946680287
model___uhl___bien	6.911459946680287
higher##level___benefit___realization	6.911459946680287
static___model___uhl	6.892411751709592
program___model___uhl	6.892411751709592
commitment___job___satisfaction##be	6.889719960043881
north___america___europe	6.886142138695997
expression___solution___proposal	6.886142138695997
feminism___future___century	6.87371961869744
outsider___appreciative___inquiry	6.87371961869744
insider___appreciative___inquiry	6.87371961869744
graen___uhl___bien	6.860166652292737
accord___brewer___gardner	6.8553704800292445
statement___hersey##blanchard_situational_leadership_model___theorys	6.8553704800292445
analysis___inference___drawing	6.842467075193335
behavior___manipulative___self##serve	6.837351974526565
quo___role___networking	6.837351974526565
partnership___result___incremental	6.837351974526565
link___focus___map	6.837351974526565
supervisor___recommendation___r	6.825517516879562
moderator___leader___behavior##satisfaction	6.825517516879562
situational___perception___innovation##related	6.819652397427165
people___republic___china	6.819652397427165
flexible___manufacturing___systems	6.813821477116371
out___range___proactive	6.813821477116371
global___compositional___compilational	6.810918717458409
form___resource___depletion	6.797346639912866
four___country___soviet	6.7908319588916735
establish##define___model___channel	6.7908319588916735
score___influence___register	6.789412512237448
building___weierter___howell	6.785166221355995
principle___ethical___stewardship	6.7683591030396135
movement___gender___equality	6.7683591030396135
such___approach___skeptical	6.7683591030396135
revolution___genuine___equality	6.7683591030396135
sense___respect___array	6.7683591030396135
cooperation___question___clarification	6.7683591030396135
relational___individual___like	6.7518298010884035
dialogue___adaptive___tension	6.7518298010884035
theory___compilational___unit##level	6.7518298010884035
single___chain___command	6.7518298010884035
duty___authority___accountability	6.7518298010884035
effort___accomplishment___expectancy	6.7518298010884035
traditional___sense___word	6.73758744437286
principle___client___self##determination	6.735569280216622
punishment___leader___behavior##group	6.719568938870182
formation___relational___bond	6.719568938870182
case___relational___bond	6.719568938870182
nuclear___power___plant	6.719568938870182
support___service___responsiveness	6.714291881769338
power___leadership___twentyfirstcentury	6.714291881769338
consistent___caregiver___responsiveness	6.714291881769338
state___resource___depletion	6.707734481223179
influence___strong___conviction	6.707734481223179
dynamics___space___permit	6.703820581902042
traditional___focus___manager##subordinate	6.703820581902042
work___benefit___intensive	6.703820581902042
leader___depressive___symptom	6.703820581902042
grant___degree___freedom	6.703820581902042
anxiety___depressive___symptom	6.703820581902042
courtesy___civic___virtue	6.688316395366077
climate___national___wealth	6.688316395366077
focus___discrete___abstract	6.688316395366077
secure___anxious___ambivalent	6.688316395366077
neediness___anxious___ambivalent	6.688316395366077
attribution_theory_leadership___anxious___ambivalent	6.688316395366077
supernatural___superhuman___exceptional	6.683201294699308
method___data___collection	6.673048923235289
complex___understanding___causality	6.673048923235289
bono___judge___erez	6.665501717599906
consistent___electronic___brainstorming	6.662998587381788
term___contextual___timely	6.662998587381788
cognitive___linguistic___pragmatic	6.658011045870747
group___transactional___tridimensional_leadership##effectiveness_model	6.658011045870747
capable___profound___extraordinary	6.643195960085608
experience___anxiety___depressive	6.643195960085608
participant___construction___past	6.643195960085608
history___role___bound	6.643195960085608
conscientiousness___extroversion___agreeableness	6.643195960085608
expansion___dyadic___partnership	6.643195960085608
separate___independent___bound	6.643195960085608
vertical_dyad_linkage_theory___accord___graen	6.643195960085608
approach___idiosyncrasy___credit	6.628597160664453
high___idiosyncrasy___credit	6.628597160664453
likelihood___standpoint___resistance	6.628597160664453
spread___emotional___contagion	6.628597160664453
attempt___follower##leader___trigger	6.628597160664453
model___store___memory	6.623777874228506
proportion___landholder___groupman	6.623777874228506
substantial___responsibility___discretion	6.623777874228506
proposal___critical___remark	6.623777874228506
relation___social___constructionism	6.623777874228506
preference___leader___considerateness	6.614208423212356
nature___subordinate___vulnerability	6.614208423212356
lewin___lippitt___white	6.61135535422995
accord___graen___uhl	6.6047296792578125
event___market___fair	6.600023788220399
group___family___collectivism	6.600023788220399
possession___entity___distinguished	6.600023788220399
time___complex___interplay	6.5860375462456595
increase___emotional___intensity	6.5860375462456595
follower___communication___reinforcement	6.58603754624566
people___process___changing	6.581418600389362
contextual___timely___accuracy	6.572244224113322
job___middle___stream	6.572244224113322
identification___value___internalization	6.570533359709692
time___leader___sole	6.563153252412072
person___context___interrelate	6.5586385720575455
change___effort___reliant	6.549669902074784
dansereau___alutto___yammarino	6.545215551725402
charismatic_leadership_theory___attractiveness___masculinity	6.545215551725402
language___communication___dialogue	6.545215551725402
cognitive___behavioral___depersonalization	6.545215551725402
consistent___graens___extension	6.545215551725402
leader___workplace___alcohol	6.545215551725402
emotion___multiple___voice	6.531970324975383
norm___standard___sanction	6.531970324975383
purpose___leader___collaborator	6.531970324975383
normal___theory___command	6.528686249774193
knowledge___technology___transfer	6.5244796532462255
theoretical___underpinnings___sound	6.523236645006628
usa___presidential___election	6.5188982434080325
relational___theory___prominent	6.5188982434080325
shape___interaction___outsider	6.5188982434080325
media___caricature___radical	6.5188982434080325
extreme___antisocial___aggressive	6.514578582263514
approach___dachler___hosking	6.505994838572122
retrospect___dachler___hosking	6.505994838572122
relationship___dachler___hosking	6.505994838572122
man___wome___and	6.505994838572122
structure___intentional___hosking	6.505994838572122
context___small___medium	6.505994838572122
approach___bouwen___hosking	6.505994838572122
equality___woman___and	6.505994838572122
vertical_dyad_linkage_theory___lateral___distributive	6.505994838572122
organizational_outcome___functional___heterogeneity	6.505994838572122
leader___anxious___ambivalent	6.505994838572122
interpersonal___intra##group___intergroup	6.505994838572122
theory___x##theory___y	6.493255812794692
laden___leader___signal	6.493255812794692
post##conventional___moral___reasoning	6.493255812794692
leader___extraversion___agreeableness	6.489045280258349
relationship___graen___uhl	6.486946643601429
limit___focus___manager##subordinate	6.480677030587832
competitive___report___international	6.480677030587832
scholar___practitioner___alike	6.472378227773138
operative___relationship___inherent	6.4559844179974615
approach___consistent___drath	6.451927617301848
authentic_leadership_theory___authentic___followership	6.449905371921079
problematic___nature___self##rating	6.443863057465117
cohesive___interdependent___work##group	6.443863057465117
entity___individual___possession	6.439855036067578
person___relationship___self##worth	6.439855036067578
leadership___scale___sports	6.439855036067578
mind___heart___spirit	6.431886866418401
position___function___region	6.431886866418401
broader___contexts___section	6.431886866418401
stronger___contributor___outstanding	6.431886866418401
online___supplemental___material	6.431886866418401
organizational___aspect___hunt	6.431886866418401
leadership___strategy___switch	6.431886866418401
privileged___ontology___section	6.431886866418401
question___relational___bond	6.431886866418401
charismatic_leadership_theory___ideological___pragmatic	6.4216222678065185
science___base___consultative	6.420052408771397
competence___intelligence___conscientiousness	6.420052408771397
exchange___direction___vertical	6.420052408771397
score___standard___deviation	6.416138509450263
review___stogdill___mann	6.408356369008208
level___physiological___security	6.400634322914296
critical___supportive___remark	6.400634322914296
follower___anxious___ambivalent	6.400634322914296
studies___academic___library	6.3967955466071285
perception___situation___susceptibility	6.391064871898147
high##power##distance___high##uncertainty___avoidance	6.385366850783508
nurse___education___administrator	6.385366850783508
concept___leadership___ritter	6.385366850783508
strong___uncertainty___avoidance	6.385366850783508
weak___uncertainty___avoidance	6.385366850783508
employee___assistance___programme	6.385366850783508
power___job___stressor	6.385366850783508
result___report___podsako	6.385366850783508
exposure___job___stressor	6.385366850783508
possibility___reverse___causality	6.385366850783508
x___uncertainty___avoidance	6.385366850783508
influence___perception___incoming	6.385366850783508
power##distance___uncertainty___avoidance	6.385366850783508
public___good___dilemma	6.3676672736841065
influence___ethical___culture##level	6.362893994931449
lens___in##group___outgroup	6.362893994931449
work___out___detail	6.362893994931449
charismatic_leadership_theory___value##oriented___team##oriented	6.362893994931449
standard___effectiveness_level___reliability	6.362893994931449
four___quadrant___grid	6.362893994931449
organizational___formalization___inflexibility	6.360120068048724
influence___model___unequal	6.351844158744862
display___prototypical___normative	6.351844158744862
repertoire___relational___stem	6.351844158744862
employee___stress___affective##be	6.342728325336855
regional___energy___transition	6.3391051329674335
process___role___ascription	6.3265263507605765
organization___purpose___static	6.3265263507605765
control___reward___spatial	6.322072000411192
transformational##transactional_transformational_leadership_model___laissez##faire___consideration##initiate	6.31940888299171
role___disruption___daily	6.31940888299171
understanding___strength___weakness	6.308826773661172
high___process___directiveness	6.308826773661172
approach___strength___weakness	6.308826773661172
early___bias___formation	6.308826773661172
decision_quality___outcome___directiveness	6.308826773661172
asian___american___engineer	6.298355473793877
out___possibility___reverse	6.298355473793877
self##collective___interest___heart	6.298355473793877
individual___independent___discrete	6.291435030949304
information___attribution_theory_leadership___schema	6.287992686758331
perception___asian___americans	6.2787571157252495
exchange___sequence___series	6.2777361865911425
evidence___external___monitoring	6.2777361865911425
subject___individual___object	6.2777361865911425
approach___subject___object	6.2777361865911425
networking___external___monitoring	6.2777361865911425
subject___distinguishable___object	6.2777361865911425
determinant___expectation___enactment	6.2777361865911425
effectiveness_level___generalization___camp	6.2777361865911425
hosking___subject___object	6.2777361865911425
program___work___specification	6.2743405975900055
level___physical___fitness	6.270956499605764
corporate___business___operation	6.267583815127122
support___upset___anxious	6.267583815127122
internal___cognitive___operation	6.267583815127122
predisposed___form___beneficial	6.267583815127122
relational___constructionism___ontological	6.257533479273622
religious___ethic___value##oriented	6.257533479273622
relationship___symbolic___center	6.247583148420455
behaviour___younger___older	6.247583148420455
authority___leader___collaborator	6.244288252523602
theory___global___unit##level	6.241004177322411
address___process___rare	6.231216170956251
heady___woman___movement	6.22797467703208
transformational_leadership_theory___form___continuum	6.22797467703208
spirituality___spiritual___survival	6.22797467703208
dialogue___dialectical___movement	6.22797467703208
sense___spiritual___survival	6.227974677032077
enactment___behavior___reflective	6.219916615702318
place___ongoing___local	6.2183127661203415
construction___ongoing___local	6.2183127661203415
gender___congruent___local	6.2183127661203415
child___welfare___agency	6.2183127661203415
cognition___act___local	6.2183127661203415
constant___change___hosking	6.2183127661203415
interaction___exchange___sequence	6.2183127661203415
electronic___meeting___system##support	6.212833300355716
internal___work___locus	6.2113440968042495
frequency___identification##enable___intra##organizational	6.208743315104191
person___organization___fi	6.203045293989552
core___activity___layer	6.199264571149647
combination___theoretical___modeling	6.199264571149647
deliberate___role___modeling	6.199264571149647
order___emergent___coordination	6.199264571149647
communication___integration___coordination	6.199264571149647
nets___administrator___international	6.192994958136053
size___standard___deviation	6.192994958136053
daily___behavior___reflective	6.1917457387356185
contrary___relational___self##identity	6.189874830799807
network___relation___metric	6.180572438137496
state___norm___reciprocity	6.1713557830325705
vehicle___self___ongoing	6.1713557830325705
formal___employment___contract	6.1713557830325705
identification___benefit___realization	6.169522601950909
available___decision___maker	6.165258203164452
construction___process___maker	6.165258203164452
concern___member___welfare	6.1585935314187195
space___permit___detailed	6.156180985013336
range___proactive___integrative	6.15317346394938
issue___transference___leader##follower_theory	6.14420479396662
team___life___span	6.14420479396662
organizational___individual___span	6.14420479396662
self##concept___knowledge___reflection	6.14420479396662
leader___resource___depletion	6.1424206721731185
member___attribution___intentionality	6.13975044361724
test___retest___reliability	6.13975044361724
experience___agreeableness___conscientiousness	6.132370336319617
commitment___role___breadth	6.132370336319617
reward___spatial___distance	6.126505216867219
